key	depth_1	frequency_1	depth_2	frequency_2
chr20:6666249-6666249	70	0.7000	10	0.9000
chr20:6124993-6124993	20	0.5000	20	0.0500
chr20:7134097-7134097	17	0.0000	17	0.0588
chr20:7307484-7307484	50	0.9400	13	0.7692
chr20:6648084-6648084	28	0.7143	12	0.5000
chr20:7349264-7349264	30	0.5000	19	0.6842
chr20:8234164-8234164	61	0.0000	16	0.0000
chr20:6743850-6743850	33	0.1212	12	0.0000
chr20:6231966-6231966	39	0.6923	8	0.7500
chr20:6682163-6682163	53	0.0943	18	0.1111
chr20:9353731-9353731	42	0.0000	14	0.0000
chr20:7343261-7343261	55	0.1091	19	0.2632
chr20:7320824-7320824	39	0.0256	9	0.0000
chr20:7348432-7348432	35	0.0000	20	0.0500
chr20:8307647-8307647	19	0.4211	14	0.4286
chr20:6484184-6484184	7	0.1429	17	0.0000
chr20:8645078-8645078	32	0.8750	16	0.7500
chr20:7877439-7877439	30	0.0000	13	0.0769
chr20:6010739-6010739	56	0.9643	20	1.0000
chr20:8083712-8083712	47	0.0213	9	0.1111
chr20:6727385-6727385	27	0.0000	25	0.0800
chr20:8640844-8640844	26	0.0000	14	0.1429
chr20:6208485-6208485	31	0.2903	12	0.2500
chr20:6171228-6171228	44	0.1136	18	0.1667
chr20:9558507-9558507	27	0.0000	14	0.0714
chr20:9410671-9410671	46	0.5217	12	0.4167
chr20:6693585-6693585	31	0.4839	19	0.7368
chr20:8093726-8093726	53	0.6415	15	0.6667
chr20:7686843-7686843	36	0.6389	18	0.4444
chr20:7185702-7185702	52	0.7308	18	0.7778
chr20:9023678-9023678	27	0.1852	17	0.3529
chr20:7483159-7483159	50	0.6000	3	0.3333
chr20:9078271-9078271	35	0.8000	18	0.7778
chr20:7853161-7853161	45	0.2889	19	0.3158
chr20:6271002-6271002	33	0.8485	15	1.0000
chr20:6002652-6002652	11	1.0000	24	0.7500
chr20:8466036-8466036	7	0.7143	18	0.8889
chr20:9867628-9867628	27	0.0000	2	1.0000
chr20:8654383-8654383	54	0.0185	23	0.0000
chr20:7732927-7732927	19	0.0526	14	0.0000
chr20:9671380-9671380	37	0.2703	12	0.2500
chr20:7288885-7288885	41	0.2439	21	0.1905
chr20:6345421-6345421	24	0.1667	17	0.4118
chr20:8675202-8675202	27	0.3333	20	0.3500
chr20:9615389-9615389	36	0.8611	20	0.9500
chr20:7818458-7818458	78	0.9359	13	1.0000
chr20:9412559-9412559	23	0.0000	17	0.0000
chr20:8482713-8482713	58	0.4483	13	0.7692
chr20:7109306-7109306	39	0.0000	14	0.1429
chr20:7374006-7374006	36	0.6667	15	0.5333
chr20:8409606-8409606	30	0.9333	27	1.0000
chr20:6876333-6876333	25	0.0000	9	0.0000
chr20:9372068-9372068	33	0.3939	17	0.1765
chr20:6844799-6844799	40	0.2250	16	0.5625
chr20:6740354-6740354	42	0.1667	7	0.2857
chr20:8158445-8158445	15	0.0667	20	0.2500
chr20:6009512-6009512	40	0.9500	17	0.8824
chr20:8422421-8422421	56	0.1071	20	0.1000
chr20:6346651-6346651	58	0.1207	16	0.3125
chr20:8569569-8569569	64	0.0000	19	0.0000
chr20:8380665-8380665	38	0.0000	8	0.0000
chr20:7996731-7996731	24	0.7917	24	0.9167
chr20:6624285-6624285	24	0.0000	7	0.0000
chr20:6033323-6033323	32	0.8438	16	0.9375
chr20:7303188-7303188	60	0.0000	14	0.0714
chr20:8309859-8309859	44	0.1364	15	0.4000
chr20:8469066-8469066	37	0.4324	10	0.4000
chr20:7655561-7655561	67	0.0597	15	0.0000
chr20:7479164-7479164	27	0.0000	13	0.3077
chr20:6712578-6712578	52	0.6923	16	0.8750
chr20:6471425-6471425	67	0.1791	23	0.2174
chr20:9820574-9820574	35	0.0000	29	0.0345
chr20:9514806-9514806	13	0.0000	14	0.1429
chr20:6944391-6944391	42	0.0000	6	0.1667
chr20:7269268-7269268	42	0.0476	7	0.0000
chr20:8455097-8455097	27	0.7778	16	0.7500
chr20:7413146-7413146	44	0.3636	25	0.4400
chr20:9409066-9409066	36	1.0000	17	0.9412
chr20:7983041-7983041	32	0.9062	13	0.9231
chr20:9175604-9175604	51	0.0196	17	0.0588
chr20:6097049-6097049	51	0.0196	25	0.0000
chr20:6916303-6916303	37	0.0000	11	0.0909
chr20:9257703-9257703	59	0.0847	20	0.2000
chr20:9208819-9208819	28	0.0714	17	0.1176
chr20:6636696-6636696	42	0.3333	27	0.1852
chr20:8600357-8600357	14	1.0000	14	1.0000
chr20:7079388-7079388	64	0.6562	13	0.6154
chr20:6731093-6731093	46	0.3478	21	0.6190
chr20:7024278-7024278	59	0.0169	19	0.0000
chr20:8470606-8470606	33	0.7273	11	0.6364
chr20:6854959-6854959	15	0.0000	13	0.0769
chr20:6518144-6518144	44	0.0000	24	0.0000
chr20:7442691-7442691	53	0.0000	33	0.0606
chr20:6951372-6951372	12	0.5000	16	0.4375
chr20:6521427-6521427	44	0.0227	21	0.0000
chr20:7466077-7466077	76	0.8158	22	0.8636
chr20:6648376-6648376	42	0.1667	17	0.1176
chr20:7833629-7833629	24	0.8333	8	0.7500
chr20:7169319-7169319	47	0.0213	26	0.0000
chr20:6587836-6587836	64	0.0000	22	0.0455
chr20:7276695-7276695	53	0.0000	15	0.0667
chr20:9519815-9519815	47	0.0213	15	0.1333
chr20:6775311-6775311	33	0.6970	20	0.6500
chr20:7252790-7252790	50	0.1800	12	0.3333
chr20:9890750-9890750	30	0.3333	13	0.3846
chr20:6661403-6661403	21	0.0000	27	0.1111
chr20:9817388-9817388	46	0.0000	10	0.0000
chr20:6159984-6159984	36	0.0000	10	0.2000
chr20:9851380-9851380	41	0.1707	8	0.2500
chr20:9990247-9990247	14	0.0714	14	0.2857
chr20:6283510-6283510	38	0.7632	16	0.3125
chr20:6475214-6475214	33	0.6970	11	0.5455
chr20:8066594-8066594	51	0.8627	16	0.8750
chr20:6034805-6034805	39	0.2821	21	0.2857
chr20:6899056-6899056	18	0.4444	19	0.5789
chr20:6098009-6098009	15	0.0000	17	0.2353
chr20:7467398-7467398	52	0.2115	14	0.2143
chr20:7883104-7883104	50	0.7000	11	0.7273
chr20:6355381-6355381	30	0.0000	23	0.1304
chr20:7021161-7021161	30	0.0333	24	0.0000
chr20:8985250-8985250	16	0.0625	15	0.3333
chr20:8471381-8471381	62	0.0484	12	0.0833
chr20:6085093-6085093	43	0.3256	15	0.0667
chr20:9863356-9863356	45	0.3333	5	0.2000
chr20:7462618-7462618	32	0.0000	19	0.0000
chr20:9807901-9807901	34	0.0000	13	0.0769
chr20:9589363-9589363	64	0.4531	16	0.3750
chr20:9484193-9484193	40	0.5000	22	0.6364
chr20:9077259-9077259	60	0.2500	19	0.2632
chr20:8856412-8856412	30	0.0667	14	0.0000
chr20:9704335-9704335	29	0.9310	18	0.8333
chr20:6048284-6048284	28	0.7500	17	0.8824
chr20:6643028-6643028	42	0.0238	22	0.0909
chr20:8631125-8631125	43	0.0000	22	0.0455
chr20:8600453-8600453	17	0.2353	6	0.5000
chr20:8713328-8713328	36	0.4167	20	0.2500
chr20:9070983-9070983	57	0.2982	9	0.1111
chr20:9997857-9997857	50	0.6600	11	0.6364
chr20:6611278-6611278	16	0.6250	9	0.6667
chr20:8330232-8330232	36	0.4167	11	0.5455
chr20:8749434-8749434	51	0.7255	19	0.3684
chr20:8999714-8999714	49	0.0204	14	0.0714
chr20:6681121-6681121	39	0.9487	13	0.8462
chr20:6052910-6052910	10	0.2000	18	0.2778
chr20:6184309-6184309	32	0.0938	20	0.2500
chr20:8037714-8037714	33	0.6364	17	0.5882
chr20:9453377-9453377	36	0.1667	15	0.2667
chr20:6560140-6560140	33	0.0000	9	0.0000
chr20:8620652-8620652	9	0.5556	16	0.8125
chr20:8939911-8939911	34	0.1176	20	0.2000
chr20:6413084-6413084	36	0.0000	16	0.0625
chr20:8832103-8832103	27	0.0000	13	0.1538
chr20:6314440-6314440	45	0.0000	14	0.1429
chr20:6574632-6574632	40	0.5250	8	0.6250
chr20:6075287-6075287	41	0.3659	21	0.4286
chr20:6034702-6034702	64	1.0000	25	0.9200
chr20:8535904-8535904	59	0.9153	14	0.7857
chr20:8449616-8449616	27	0.7037	11	0.4545
chr20:9341947-9341947	40	0.0000	17	0.0588
chr20:8037750-8037750	45	0.2222	18	0.0556
chr20:8975780-8975780	23	0.3043	16	0.3125
chr20:8491382-8491382	35	0.0286	10	0.1000
chr20:6084083-6084083	29	0.4828	13	0.6154
chr20:6838780-6838780	61	0.1475	26	0.3077
chr20:9701049-9701049	32	0.0000	22	0.0000
chr20:6156496-6156496	31	0.0645	10	0.2000
chr20:7951803-7951803	31	0.6774	10	0.9000
chr20:7599040-7599040	26	0.3077	17	0.4706
chr20:6365299-6365299	52	0.0000	5	0.2000
chr20:6368912-6368912	43	0.3721	13	0.5385
chr20:9202108-9202108	60	0.6167	14	0.7857
chr20:6487511-6487511	66	0.3485	13	0.2308
chr20:6735448-6735448	25	0.0000	7	0.1429
chr20:8214211-8214211	39	0.1538	13	0.2308
chr20:8239411-8239411	39	0.0256	11	0.0000
chr20:8487874-8487874	28	0.3929	10	0.1000
chr20:6025342-6025342	44	0.9318	19	0.8947
chr20:6153888-6153888	37	0.7568	17	0.8824
chr20:6784335-6784335	27	0.1481	16	0.1250
chr20:7935352-7935352	83	0.0241	15	0.0000
chr20:9210683-9210683	32	0.1250	10	0.1000
chr20:8294311-8294311	58	0.0172	10	0.1000
chr20:8522525-8522525	42	0.1905	17	0.0588
chr20:9060412-9060412	27	0.6296	11	0.5455
chr20:6390766-6390766	9	0.1111	22	0.0455
chr20:9707672-9707672	27	0.0000	9	0.1111
chr20:8240304-8240304	28	0.7143	11	0.4545
chr20:7083172-7083172	58	0.0345	12	0.2500
chr20:7017640-7017640	44	0.1364	13	0.0000
chr20:6582974-6582974	31	0.0000	15	0.0667
chr20:7452945-7452945	53	0.4528	17	0.7059
chr20:6752470-6752470	28	0.6429	11	0.5455
chr20:6719573-6719573	32	0.5000	23	0.3478
chr20:7290744-7290744	32	0.0312	26	0.1923
chr20:6302352-6302352	27	0.2222	9	0.2222
chr20:9211937-9211937	46	0.2826	11	0.3636
chr20:8264571-8264571	49	0.7551	22	0.7727
chr20:7703685-7703685	41	0.5122	26	0.4231
chr20:8931128-8931128	35	0.0000	15	0.0000
chr20:6374475-6374475	39	0.0000	6	0.1667
chr20:9567425-9567425	44	0.2500	19	0.2105
chr20:7081343-7081343	61	0.3115	6	0.3333
chr20:6932589-6932589	49	0.2449	13	0.2308
chr20:8202161-8202161	18	0.6667	19	0.7368
chr20:9988909-9988909	49	0.0000	11	0.3636
chr20:6153779-6153779	36	0.3889	17	0.5294
chr20:9230815-9230815	32	0.0000	14	0.0714
chr20:7766165-7766165	30	0.0333	20	0.0500
chr20:6055589-6055589	21	0.7619	10	0.4000
chr20:8533680-8533680	24	0.0000	18	0.0556
chr20:6182279-6182279	48	0.0000	22	0.0000
chr20:7743567-7743567	30	0.9000	21	0.8095
chr20:9558086-9558086	11	0.0000	12	0.1667
chr20:8980923-8980923	30	0.0000	15	0.0000
chr20:8359906-8359906	53	0.8868	16	0.7500
chr20:6319342-6319342	5	0.6000	10	0.0000
chr20:9458583-9458583	22	0.0000	19	0.0000
chr20:8005706-8005706	13	1.0000	21	0.9524
chr20:9200114-9200114	11	0.0000	13	0.0769
chr20:9412975-9412975	30	0.5333	14	0.8571
chr20:6873538-6873538	51	0.1765	25	0.1200
chr20:8928666-8928666	10	0.2000	10	0.1000
chr20:9940396-9940396	19	0.0000	13	0.0000
chr20:6201721-6201721	42	0.0238	7	0.2857
chr20:8367953-8367953	29	0.2069	9	0.2222
chr20:9182457-9182457	25	0.9600	14	0.9286
chr20:6606886-6606886	27	0.7037	16	0.7500
chr20:6459828-6459828	61	0.0984	14	0.1429
chr20:6385937-6385937	43	0.0000	13	0.0769
chr20:9795010-9795010	28	0.5357	7	0.5714
chr20:8102498-8102498	30	0.0667	13	0.0769
chr20:9492840-9492840	35	0.0000	15	0.0667
chr20:6308617-6308617	47	0.0851	10	0.1000
chr20:9682172-9682172	11	0.1818	13	0.4615
chr20:9596566-9596566	11	0.2727	17	0.4118
chr20:9619560-9619560	27	0.7778	14	0.6429
chr20:8880043-8880043	27	0.2593	11	0.5455
chr20:9593981-9593981	20	0.0000	16	0.2500
chr20:9431284-9431284	21	0.4286	4	0.7500
chr20:6579654-6579654	19	0.4737	16	0.0625
chr20:6665996-6665996	32	0.0000	14	0.0000
chr20:6918693-6918693	19	0.0526	17	0.1176
chr20:8364080-8364080	54	0.3519	27	0.4815
chr20:8942046-8942046	61	0.5410	13	0.2308
chr20:7703448-7703448	45	0.0222	26	0.0000
chr20:8866037-8866037	46	0.0000	8	0.1250
chr20:6741808-6741808	29	0.4138	17	0.4118
chr20:9272285-9272285	28	0.0000	14	0.0714
chr20:9816318-9816318	55	0.0545	11	0.0909
chr20:7745886-7745886	8	0.0000	19	0.0000
chr20:9332555-9332555	41	0.0000	12	0.0000
chr20:8159652-8159652	28	0.0000	9	0.1111
chr20:8158621-8158621	50	0.2000	18	0.1111
chr20:8191444-8191444	50	0.7800	10	0.9000
chr20:9042279-9042279	50	0.0000	9	0.0000
chr20:6604096-6604096	47	0.1064	7	0.0000
chr20:9864411-9864411	71	0.1690	9	0.0000
chr20:6041498-6041498	11	1.0000	15	0.9333
chr20:6066670-6066670	43	0.6512	15	0.7333
chr20:8132943-8132943	13	0.0000	10	0.3000
chr20:9695470-9695470	54	0.8333	28	0.7143
chr20:7978219-7978219	24	0.9167	13	0.9231
chr20:7201046-7201046	70	0.5571	16	0.5625
chr20:8627747-8627747	43	0.0930	24	0.2083
chr20:9993182-9993182	13	0.8462	11	0.7273
chr20:8658762-8658762	59	0.4407	13	0.3077
chr20:6437689-6437689	56	0.0357	24	0.0833
chr20:7109513-7109513	27	0.0000	14	0.2143
chr20:6303577-6303577	31	0.0000	8	0.0000
chr20:8854846-8854846	41	0.3659	14	0.1429
chr20:9192609-9192609	6	0.0000	18	0.0000
chr20:7245302-7245302	54	0.0000	17	0.0000
chr20:9387723-9387723	46	0.0000	14	0.0714
chr20:6984178-6984178	47	0.0426	12	0.0000
chr20:8779022-8779022	30	0.5667	11	0.4545
chr20:8388249-8388249	43	0.4186	13	0.3077
chr20:9413288-9413288	22	0.3182	9	0.3333
chr20:7992925-7992925	58	0.2586	21	0.1429
chr20:7596360-7596360	40	0.0000	21	0.0476
chr20:6346388-6346388	65	0.3231	12	0.5833
chr20:6836161-6836161	41	0.0244	17	0.0588
chr20:9892126-9892126	39	0.9744	16	0.8750
chr20:8246029-8246029	67	0.5672	13	0.9231
chr20:9064747-9064747	26	0.0385	11	0.0909
chr20:9735366-9735366	35	0.0571	15	0.0667
chr20:9618647-9618647	14	0.0000	10	0.0000
chr20:6494540-6494540	51	0.0392	18	0.1111
chr20:8751095-8751095	4	0.7500	12	1.0000
chr20:6492282-6492282	42	0.1905	16	0.3125
chr20:6960376-6960376	49	0.0000	34	0.0000
chr20:6534079-6534079	29	0.4483	12	0.5000
chr20:8106721-8106721	41	0.0732	2	0.5000
chr20:6386659-6386659	39	0.0000	19	0.0000
chr20:6252515-6252515	60	0.3833	12	0.1667
chr20:6019349-6019349	29	1.0000	20	0.9500
chr20:9722438-9722438	25	0.5200	12	0.5000
chr20:7189463-7189463	37	0.0000	18	0.0556
chr20:9992960-9992960	20	0.7000	10	0.0000
chr20:9112918-9112918	48	0.2917	20	0.2500
chr20:9097345-9097345	20	0.0500	28	0.1429
chr20:9557234-9557234	43	0.0233	17	0.0000
chr20:8221269-8221269	63	0.0317	16	0.0000
chr20:7438379-7438379	35	0.0000	15	0.0000
chr20:6728981-6728981	21	0.0476	19	0.1053
chr20:7565705-7565705	33	0.0000	17	0.1765
chr20:6724967-6724967	9	0.0000	22	0.0909
chr20:8043665-8043665	54	0.9074	12	0.8333
chr20:8040575-8040575	53	0.0000	21	0.0000
chr20:7586157-7586157	40	0.0000	21	0.0952
chr20:6122472-6122472	19	0.0000	30	0.1000
chr20:9508582-9508582	23	0.0435	5	0.0000
chr20:6393924-6393924	22	0.4091	26	0.4615
chr20:9515447-9515447	30	0.0000	22	0.0909
chr20:7036825-7036825	35	0.0000	14	0.0714
chr20:7567681-7567681	42	0.3333	17	0.3529
chr20:9547566-9547566	46	0.1522	8	0.2500
chr20:9059930-9059930	24	0.4583	15	0.6667
chr20:7294854-7294854	36	0.0000	17	0.0000
chr20:7074045-7074045	46	0.1739	13	0.3077
chr20:9908183-9908183	35	0.0000	16	0.0000
chr20:6728865-6728865	20	0.5000	21	0.7143
chr20:7131812-7131812	20	0.4500	22	0.6364
chr20:7532552-7532552	43	0.0000	10	0.0000
chr20:7914328-7914328	39	0.2821	17	0.2941
chr20:6738395-6738395	49	0.0000	15	0.0667
chr20:7459985-7459985	54	0.6667	14	0.5714
chr20:7468832-7468832	15	0.1333	12	0.1667
chr20:6517649-6517649	57	0.0526	25	0.1600
chr20:7033418-7033418	50	0.4000	11	0.6364
chr20:6452296-6452296	31	0.4516	33	0.2424
chr20:9846867-9846867	14	0.9286	11	0.9091
chr20:7238449-7238449	66	0.4848	14	0.5000
chr20:7076511-7076511	73	0.3699	24	0.2917
chr20:6011253-6011253	45	1.0000	18	1.0000
chr20:9965096-9965096	35	0.0000	21	0.0952
chr20:9773670-9773670	39	0.7692	15	0.6667
chr20:9606231-9606231	23	0.0000	8	0.0000
chr20:9580115-9580115	34	0.5588	17	0.4706
chr20:7652374-7652374	35	0.0000	14	0.1429
chr20:6021212-6021212	16	0.8750	20	0.8500
chr20:7848734-7848734	36	0.3333	11	0.3636
chr20:9792969-9792969	21	0.0952	16	0.2500
chr20:7637718-7637718	52	0.0000	12	0.0833
chr20:6803787-6803787	12	0.4167	19	0.4211
chr20:8385073-8385073	21	0.0952	16	0.2500
chr20:8689246-8689246	39	0.8205	24	0.6250
chr20:6021134-6021134	9	1.0000	20	0.9000
chr20:8642801-8642801	58	0.1207	18	0.3889
chr20:8832427-8832427	63	0.0317	21	0.0000
chr20:8538949-8538949	19	0.3158	18	0.3889
chr20:8105879-8105879	10	0.7000	11	0.8182
chr20:8947225-8947225	48	0.3125	15	0.4000
chr20:9565579-9565579	57	0.7193	18	0.1667
chr20:7575757-7575757	44	0.2273	16	0.5000
chr20:9691348-9691348	14	0.6429	18	0.6667
chr20:6783997-6783997	39	0.7436	20	0.4000
chr20:6053707-6053707	37	0.1351	12	0.0833
chr20:7736594-7736594	62	0.0323	22	0.0909
chr20:7308144-7308144	73	0.1781	16	0.1875
chr20:9261287-9261287	57	0.6316	25	0.2800
chr20:9013989-9013989	61	0.9508	8	1.0000
chr20:8070426-8070426	80	0.2375	17	0.1765
chr20:6970513-6970513	24	0.0000	10	0.3000
chr20:7142476-7142476	23	0.0435	16	0.0625
chr20:8133505-8133505	17	0.0000	9	0.0000
chr20:7421052-7421052	62	0.0000	22	0.0000
chr20:6562530-6562530	47	0.1702	8	0.6250
chr20:8484504-8484504	19	0.2105	17	0.5294
chr20:8501115-8501115	20	0.0000	14	0.0000
chr20:8957610-8957610	12	0.4167	9	0.6667
chr20:6609229-6609229	43	0.4186	14	0.3571
chr20:9354950-9354950	28	0.5714	13	0.7692
chr20:9146508-9146508	52	0.3462	17	0.1765
chr20:6284461-6284461	36	0.8333	8	0.5000
chr20:7811430-7811430	30	0.0000	14	0.0714
chr20:8476758-8476758	67	0.0000	10	0.0000
chr20:6101776-6101776	20	0.8000	14	0.9286
chr20:7050350-7050350	48	0.0625	25	0.0400
chr20:9472790-9472790	50	0.0600	20	0.5000
chr20:8964502-8964502	37	0.0270	11	0.0909
chr20:6486141-6486141	42	0.0238	9	0.1111
chr20:9930719-9930719	46	0.7174	13	0.6154
chr20:8075148-8075148	44	0.1818	8	0.2500
chr20:7861880-7861880	39	0.1282	14	0.3571
chr20:9916399-9916399	48	0.0208	13	0.0769
chr20:8297260-8297260	58	0.7414	20	0.7500
chr20:6087865-6087865	56	0.8571	12	0.9167
chr20:8045336-8045336	31	0.1935	9	0.2222
chr20:6832917-6832917	32	0.0000	18	0.0000
chr20:9007378-9007378	37	0.0270	18	0.0556
chr20:6949527-6949527	27	0.1111	18	0.0556
chr20:6812153-6812153	53	0.0566	19	0.3158
chr20:8581988-8581988	48	0.7083	15	0.5333
chr20:7979466-7979466	23	1.0000	18	0.8889
chr20:6120266-6120266	93	0.1935	25	0.1200
chr20:6071210-6071210	26	0.2692	23	0.5217
chr20:9024779-9024779	45	0.5111	18	0.4444
chr20:8811304-8811304	31	0.0000	22	0.0000
chr20:9603376-9603376	25	0.5600	9	0.6667
chr20:6207108-6207108	56	0.0179	12	0.1667
chr20:6863295-6863295	36	0.4722	10	0.6000
chr20:9570832-9570832	40	0.2500	20	0.3000
chr20:9240479-9240479	29	0.0000	14	0.0000
chr20:7122061-7122061	19	0.6842	26	0.8462
chr20:6502631-6502631	21	0.0000	5	0.2000
chr20:9253259-9253259	23	0.0870	13	0.0000
chr20:7144032-7144032	26	0.5000	16	0.5000
chr20:7835015-7835015	75	0.3067	14	0.1429
chr20:7911145-7911145	29	0.3448	17	0.4706
chr20:9190678-9190678	44	0.0000	17	0.1176
chr20:8869442-8869442	55	0.0000	12	0.0833
chr20:7831048-7831048	51	0.0000	6	0.0000
chr20:6298312-6298312	22	0.0000	15	0.0000
chr20:9579919-9579919	71	0.4225	19	0.1579
chr20:6406782-6406782	53	0.0377	9	0.0000
chr20:6214512-6214512	36	0.7222	16	0.6250
chr20:7132546-7132546	35	0.0000	12	0.1667
chr20:6291068-6291068	68	0.0000	13	0.3077
chr20:6537364-6537364	30	0.0000	10	0.2000
chr20:8860126-8860126	62	0.1452	8	0.3750
chr20:7938866-7938866	44	0.6818	12	0.8333
chr20:9490701-9490701	39	0.3077	16	0.3125
chr20:7029226-7029226	39	0.0256	10	0.5000
chr20:7379961-7379961	30	0.2667	17	0.2941
chr20:9335285-9335285	47	0.6596	12	0.1667
chr20:7356334-7356334	50	0.2800	9	0.1111
chr20:6143130-6143130	16	0.0000	24	0.0417
chr20:7622720-7622720	15	0.8000	15	0.6000
chr20:6685056-6685056	42	0.8810	27	0.8148
chr20:8296368-8296368	47	0.1702	13	0.3077
chr20:8794428-8794428	42	0.9762	11	0.9091
chr20:9943212-9943212	12	0.2500	17	0.0000
chr20:6384394-6384394	44	0.0227	15	0.0000
chr20:6397249-6397249	52	0.3077	22	0.2727
chr20:8037555-8037555	64	0.8281	17	0.8235
chr20:7265005-7265005	59	0.0339	12	0.0833
chr20:6333773-6333773	36	0.2222	14	0.1429
chr20:7721205-7721205	25	0.0000	8	0.5000
chr20:6523155-6523155	50	0.0000	23	0.2609
chr20:6341199-6341199	55	0.0182	21	0.0476
chr20:8656067-8656067	36	0.3056	17	0.7059
chr20:6232657-6232657	37	0.0270	10	0.1000
chr20:9068267-9068267	19	0.0000	7	0.0000
chr20:6009061-6009061	38	0.8947	18	0.7778
chr20:6128657-6128657	62	0.1290	18	0.2222
chr20:7861585-7861585	27	0.0000	14	0.0000
chr20:7941425-7941425	22	0.9545	15	0.8000
chr20:6203661-6203661	35	0.0286	23	0.0870
chr20:9029152-9029152	60	0.0000	11	0.0000
chr20:9965115-9965115	38	0.2632	12	0.5000
chr20:7119756-7119756	9	0.0000	17	0.2353
chr20:6418140-6418140	27	0.0370	7	0.1429
chr20:8477370-8477370	41	0.3171	10	0.3000
chr20:6544463-6544463	33	0.0303	27	0.0370
chr20:7742656-7742656	44	0.1591	19	0.0000
chr20:6750366-6750366	33	0.7879	9	0.7778
chr20:7792319-7792319	41	0.3171	17	0.4118
chr20:7219177-7219177	58	0.0345	8	0.0000
chr20:9555559-9555559	39	0.6923	16	0.6875
chr20:6164870-6164870	36	0.1111	16	0.1250
chr20:6335467-6335467	46	0.0000	16	0.0000
chr20:8311257-8311257	54	0.2037	17	0.4118
chr20:7374968-7374968	11	0.5455	18	0.6667
chr20:6344343-6344343	36	0.8333	20	0.8000
chr20:6949334-6949334	22	0.4091	19	0.2105
chr20:7288469-7288469	47	0.0851	30	0.0000
chr20:6778985-6778985	30	0.5000	17	0.1765
chr20:6519466-6519466	54	0.0926	24	0.0000
chr20:9297768-9297768	36	0.0000	12	0.0000
chr20:6705646-6705646	17	0.1765	12	0.4167
chr20:6654868-6654868	28	0.1786	22	0.1818
chr20:6123861-6123861	60	0.8333	27	0.7407
chr20:9421478-9421478	28	0.2500	14	0.1429
chr20:6532823-6532823	38	0.3947	16	0.3125
chr20:9029440-9029440	35	0.6571	20	0.5500
chr20:9164869-9164869	31	0.0000	26	0.0000
chr20:7906270-7906270	33	0.0606	14	0.1429
chr20:7688645-7688645	29	0.5517	21	0.4762
chr20:6654617-6654617	43	0.0000	11	0.1818
chr20:8580513-8580513	39	0.5385	11	0.0909
chr20:6560661-6560661	33	0.0606	15	0.0667
chr20:9323973-9323973	15	0.0000	15	0.0000
chr20:6798008-6798008	20	0.3000	11	0.3636
chr20:9035506-9035506	26	0.0000	9	0.0000
chr20:9565911-9565911	40	0.5750	18	0.7778
chr20:8607530-8607530	37	0.3243	8	0.3750
chr20:6416433-6416433	19	0.0000	15	0.0667
chr20:9008885-9008885	44	0.0227	12	0.1667
chr20:8476083-8476083	51	0.7647	10	0.9000
chr20:7786670-7786670	43	0.0000	11	0.0000
chr20:9612601-9612601	15	0.7333	12	0.7500
chr20:9539937-9539937	56	0.1429	20	0.0500
chr20:9204877-9204877	51	0.4902	22	0.2727
chr20:9728818-9728818	52	0.9038	13	0.8462
chr20:6636599-6636599	29	0.0345	22	0.1818
chr20:9043341-9043341	31	0.0000	13	0.0769
chr20:7745175-7745175	30	0.1333	8	0.0000
chr20:8966589-8966589	51	0.0980	10	0.0000
chr20:6002906-6002906	82	1.0000	16	0.9375
chr20:6588720-6588720	18	0.0000	13	0.3077
chr20:9135837-9135837	46	0.5217	21	0.5238
chr20:6472511-6472511	43	0.0000	4	0.0000
chr20:8222380-8222380	58	0.8621	20	0.8500
chr20:6503918-6503918	30	0.0333	10	0.0000
chr20:6359431-6359431	38	0.0000	13	0.0769
chr20:8252746-8252746	50	0.0200	11	0.2727
chr20:7164237-7164237	18	0.0000	12	0.0833
chr20:6679921-6679921	19	0.0000	9	0.0000
chr20:8145100-8145100	30	0.0000	3	0.0000
chr20:6129559-6129559	33	0.5152	12	0.5833
chr20:8075248-8075248	41	0.6098	20	0.3500
chr20:6944232-6944232	28	0.7500	14	0.7143
chr20:6638833-6638833	21	0.0000	22	0.0000
chr20:8114780-8114780	11	0.6364	16	0.8750
chr20:9073973-9073973	28	0.6429	13	0.5385
chr20:6900215-6900215	19	0.0526	13	0.0000
chr20:8814926-8814926	25	0.5200	14	0.4286
chr20:7034222-7034222	28	0.0000	13	0.2308
chr20:8021240-8021240	41	0.9512	15	0.8000
chr20:7969970-7969970	63	0.9365	12	0.9167
chr20:6031470-6031470	58	0.9828	16	0.7500
chr20:9280427-9280427	24	0.0000	18	0.0000
chr20:6735836-6735836	21	0.0476	14	0.1429
chr20:9584601-9584601	28	0.7857	22	0.9091
chr20:7265939-7265939	46	0.0000	12	0.0833
chr20:6073931-6073931	42	0.4762	14	0.5000
chr20:7019012-7019012	37	0.0000	16	0.7500
chr20:6299951-6299951	36	0.0000	13	0.1538
chr20:7642294-7642294	13	0.0769	18	0.0000
chr20:7185165-7185165	29	0.8621	17	0.5294
chr20:6821609-6821609	42	0.2381	9	0.2222
chr20:7426708-7426708	48	0.6667	21	0.6190
chr20:9239938-9239938	28	0.3571	17	0.1765
chr20:8895126-8895126	32	0.0312	18	0.0000
chr20:8248550-8248550	38	0.0526	14	0.0714
chr20:6396535-6396535	37	0.0000	16	0.1250
chr20:6689131-6689131	46	0.3261	17	0.5294
